class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,y,g,f,f,?,c,b,p,e,b,k,k,?,n,p,w,o,l,h,v,g
e,x,s,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,?,?,l,h,v,d
p,f,f,y,f,f,?,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,y,?,f,f,f,c,b,g,e,b,k,k,p,?,p,w,o,l,h,y,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,f,y,f,f,f,c,b,h,?,b,k,k,b,b,p,w,o,l,h,y,g
p,b,y,w,t,n,?,w,n,w,e,b,s,s,w,?,p,w,o,p,w,c,l
p,f,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,?,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,g,?,b,k,k,n,n,p,w,o,l,h,y,d
p,x,y,y,f,f,f,c,b,h,e,b,k,k,?,p,p,w,o,l,h,?,d
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,?,v,g
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u
e,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
?,x,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,f,g,f,f,?,c,b,g,e,b,k,k,p,n,p,w,o,l,h,?,g
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,?,p,w,o,p,k,v,d
?,x,y,b,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,x,y,y,f,f,f,?,b,g,e,b,k,k,b,n,p,w,o,?,h,y,d
p,x,y,y,f,f,f,c,b,h,e,?,k,k,n,b,p,w,o,l,h,v,p
p,x,y,y,f,?,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,?,b,g,e,b,k,k,b,?,p,w,o,l,h,y,g
p,f,y,g,f,f,f,c,b,?,e,b,k,k,b,b,p,w,o,l,h,y,g
p,x,f,g,f,f,?,?,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,y,y,f,f,f,c,b,p,e,?,k,k,b,b,p,w,o,?,?,v,g
p,x,y,g,f,?,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,g,e,b,?,?,p,n,p,w,o,l,h,y,g
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,y,y,f,?,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,y,?,f,f,f,c,b,?,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
e,x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,?,y,d
p,?,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,?
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,?,p,w,o,l,h,v,g
?,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,f,f,f,c,b,h,e,b,?,k,p,n,p,w,o,l,h,v,g
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,h,e,b,k,k,?,b,?,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,?,o,l,h,y,d
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,?,h,v,g
p,f,f,y,?,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,?,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,y,g,f,f,f,?,b,g,e,b,?,k,n,b,p,w,?,l,h,y,?
p,f,f,y,f,f,f,c,b,?,e,b,k,k,n,b,p,w,?,l,h,y,d
e,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
p,f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u
p,f,y,g,f,?,f,c,b,g,e,b,k,?,p,n,p,w,o,l,h,v,d
p,f,f,g,f,f,f,c,b,h,e,b,k,?,p,p,p,w,o,l,h,v,p
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
p,f,f,?,f,f,f,c,b,p,?,b,k,?,p,b,?,?,o,l,h,y,p
p,f,?,y,f,f,f,c,b,h,e,b,k,k,?,n,p,w,o,?,h,v,d
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,?,p,w,?,l,?,y,g
e,x,s,b,t,n,?,?,b,e,e,?,s,s,w,w,p,w,t,e,w,c,?
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
?,x,f,y,f,f,?,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,x,y,y,f,f,f,c,b,h,e,b,?,k,p,n,p,w,o,?,h,y,g
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
e,f,f,e,t,n,f,c,b,n,?,b,s,s,g,g,p,w,o,p,?,y,d
p,f,f,y,f,f,f,c,b,p,?,b,k,k,p,n,p,w,o,l,h,?,d
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
p,x,?,?,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,?,d
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,?,v,g
p,?,?,?,?,y,f,c,n,?,t,?,k,s,w,p,p,w,o,e,w,v,d
p,?,f,y,?,f,f,c,?,p,e,b,?,k,p,b,p,w,o,l,h,?,p
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,?,l,h,v,g
p,?,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,?,p,w,o,l,h,v,g
p,f,y,g,?,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,f,f,g,f,f,f,c,b,g,e,b,?,k,b,n,p,w,?,l,h,v,g
p,x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,?,o,p,k,v,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,?,w,o,l,h,y,g
p,f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u
?,x,y,g,f,f,f,c,b,p,e,?,k,k,n,n,p,w,o,l,h,v,g
p,x,y,y,f,f,f,?,b,p,e,b,k,k,p,b,?,w,o,l,h,y,p
p,x,y,?,f,f,f,c,b,h,e,b,k,k,n,b,p,?,o,l,h,y,d
e,f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
p,f,?,g,f,?,?,c,?,g,e,b,k,k,?,n,p,w,o,l,h,y,d
p,f,y,y,f,f,?,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
p,x,y,y,f,f,f,c,b,h,e,b,k,?,?,b,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,f,y,f,f,f,c,b,p,e,b,k,?,b,p,p,w,?,l,h,y,p
e,f,y,n,t,n,f,c,b,n,t,b,s,?,g,g,p,w,o,p,n,v,d
?,x,y,?,f,f,?,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,g,f,f,f,c,?,p,e,b,k,k,p,n,p,?,o,l,?,v,p
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,?,g
p,f,f,g,f,f,f,c,b,g,e,?,k,k,n,b,p,w,o,l,h,?,p
p,f,f,g,f,f,f,c,?,h,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
e,k,y,b,t,n,?,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
p,x,y,y,f,f,f,c,b,p,e,?,k,k,b,b,p,w,o,l,h,y,p
p,x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
p,f,y,?,f,f,f,c,b,p,e,b,?,k,n,n,p,w,o,l,h,y,p
p,x,y,?,f,f,f,c,b,g,e,b,k,k,n,n,?,w,o,l,h,y,p
p,f,y,y,f,f,f,c,b,h,e,b,k,?,b,b,p,w,o,l,h,v,g
p,f,y,g,?,f,f,c,?,g,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
p,f,y,y,f,?,f,c,b,?,e,b,k,k,n,n,p,w,o,l,h,y,g
p,x,f,?,f,?,f,c,b,g,e,b,k,k,n,b,p,?,o,l,h,y,d
p,?,s,w,t,f,f,c,b,?,t,b,?,f,w,w,p,w,o,p,h,v,u
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,?,g
p,f,f,y,f,f,f,c,b,g,?,b,k,k,p,p,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,p,?,b,k,k,p,n,p,w,o,l,h,y,g
p,x,y,y,f,f,f,c,?,g,e,b,k,k,n,b,p,w,o,l,h,v,p
p,f,y,y,f,f,f,c,b,h,e,b,k,?,b,n,p,w,?,l,h,v,g
p,x,y,y,f,f,f,c,b,h,?,b,k,k,?,b,p,w,o,?,h,y,g
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,?,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,?,y,p
p,f,f,y,f,f,f,?,b,?,e,?,k,k,b,b,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,?,o,l,h,v,p
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
p,x,y,y,f,f,f,c,b,h,e,?,k,k,b,p,p,w,o,l,h,v,d
p,x,y,g,f,f,f,?,b,g,e,b,k,k,n,n,p,w,o,l,?,v,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g
p,f,y,g,f,?,f,?,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,?,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,?,f,f,f,c,b,g,?,b,k,k,n,b,p,w,o,?,h,v,?
p,?,y,g,f,f,f,c,b,p,e,b,k,k,p,?,p,w,o,l,h,v,?
p,x,y,y,f,f,f,c,b,p,e,b,k,?,b,n,p,w,o,l,h,v,d
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,?,h,y,d
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,?,h,y,d
e,f,f,c,f,n,f,w,n,w,e,b,s,f,w,n,?,w,o,e,w,v,l
p,f,y,g,f,?,f,c,b,h,e,b,k,k,p,b,p,w,?,l,h,v,g
p,x,y,?,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,?
p,f,f,y,f,n,f,c,n,w,e,?,k,y,?,y,p,w,o,e,w,v,d
p,f,f,y,f,f,f,c,b,h,e,?,k,k,?,b,p,w,o,l,h,y,p
p,x,s,?,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g
e,f,s,n,t,n,f,c,b,e,e,?,s,s,w,w,?,?,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,x,s,g,f,c,?,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,?,g
p,f,y,g,f,f,f,c,?,g,e,b,k,k,p,b,p,w,o,l,h,y,d
p,x,y,y,f,f,f,?,b,p,e,b,k,?,n,b,p,w,o,l,h,v,g
p,x,y,y,?,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,?,f,f,?,?,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,?,h,y,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,?,l,h,y,d
p,f,?,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,?,g
p,x,y,g,f,f,f,c,?,p,e,b,k,k,b,?,p,w,o,l,?,v,g
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
e,x,s,b,t,n,f,c,b,w,?,?,s,s,e,w,p,w,t,e,w,c,w
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,f,y,f,f,f,c,?,g,e,b,k,k,p,b,p,w,o,l,h,v,d
p,x,y,n,f,s,f,c,n,b,t,?,s,s,p,?,p,w,o,e,w,v,l
?,?,y,?,f,f,f,c,?,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,?,h,?,b,k,k,n,b,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,?
p,f,f,y,f,?,f,c,b,?,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,y,?,f,f,f,c,b,g,e,b,k,k,n,n,p,?,o,l,h,v,d
p,x,f,y,f,f,f,c,b,?,e,b,?,?,p,b,?,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
p,f,?,y,f,f,f,c,b,h,e,b,k,k,?,b,p,w,o,?,h,y,g
p,?,f,y,f,?,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
e,x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,?,v,d
e,?,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,g,e,b,k,?,p,b,p,w,o,l,h,v,g
p,?,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,y,g,?,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,?
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
p,x,f,y,f,f,f,c,b,g,?,b,k,k,p,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
?,f,f,g,f,f,f,c,b,p,?,b,k,k,p,p,p,w,o,l,h,v,d
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g
p,f,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,?,y,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
p,?,y,y,f,?,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,?
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,?,d
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d
p,x,y,g,f,f,f,c,b,h,e,?,k,?,p,p,p,w,o,l,h,y,d
?,f,f,y,f,f,f,c,b,?,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,p,?,b,k,k,n,b,p,w,o,l,h,v,d
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,y,f,f,f,c,b,h,e,?,k,k,n,p,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,y,f,f,f,c,b,h,e,b,k,?,n,n,p,w,o,l,h,v,g
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,y,g,?,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
?,f,y,g,f,?,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
p,?,f,y,f,f,f,c,b,g,e,b,k,k,p,?,p,?,o,l,h,y,p
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,?,w,o,p,n,v,d
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,?,d
p,x,y,g,f,f,f,c,b,g,?,b,k,k,b,n,p,w,o,l,?,y,p
?,f,y,?,f,f,f,c,b,g,e,b,k,?,?,p,p,w,o,l,?,v,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
p,f,f,?,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,?,y,d
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,x,f,?,f,f,?,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
p,x,?,g,f,f,f,c,?,p,e,b,k,k,n,n,p,w,o,l,?,v,p
p,x,y,g,f,f,f,c,b,p,e,b,?,k,b,n,p,w,o,l,h,y,p
p,x,?,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,?
p,?,y,g,f,f,f,c,b,p,e,b,k,k,p,?,p,w,o,l,h,v,d
p,x,f,y,f,f,f,c,b,?,e,b,k,k,p,n,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,?,v,d
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,f,f,y,f,f,f,c,b,?,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
p,f,f,y,f,?,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,f,y,f,f,f,c,?,p,e,?,k,k,b,b,p,w,o,l,h,v,?
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,?,d
?,f,f,g,?,f,?,c,?,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
p,f,f,g,?,f,f,c,b,p,e,b,k,k,b,b,p,?,?,?,h,v,d
p,?,f,?,f,f,f,c,b,h,e,b,?,k,p,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,?,p,w,o,l,h,?,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,?,h,y,d
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,?,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,n,f,?,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
e,f,y,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
p,x,f,?,f,f,f,c,b,?,e,b,k,k,b,?,p,w,o,?,h,v,g
p,x,y,y,f,f,f,c,b,?,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
p,x,y,y,f,?,?,c,b,?,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,?,p,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,?,p,?,o,l,h,y,d
p,f,f,g,f,f,f,c,?,p,e,b,k,k,?,b,p,w,o,l,h,v,p
p,x,f,y,f,f,f,c,b,?,e,b,k,k,p,n,?,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,g,e,b,k,?,p,p,p,w,o,l,h,y,?
p,?,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,?,h,y,g
p,f,f,g,?,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,?,h,?,d
p,f,f,?,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,?
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
p,x,f,g,f,c,f,c,n,u,e,b,s,?,w,w,p,w,o,?,k,s,d
p,f,s,b,t,?,f,c,b,?,t,b,f,f,w,w,?,w,o,p,h,v,g
e,f,f,e,t,n,f,c,b,w,t,b,s,?,g,w,p,w,o,p,k,v,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,?,?,b,k,k,n,b,p,w,o,l,h,v,g
e,f,f,g,t,n,f,c,b,u,t,b,s,?,p,w,p,w,o,p,k,v,d
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,y,y,?,f,f,c,?,p,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
p,x,f,y,?,f,f,c,b,h,e,b,k,?,b,p,p,w,o,l,h,v,p
p,x,f,y,?,f,f,c,b,?,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,s,w,t,f,f,c,b,w,t,b,s,f,w,?,p,w,o,p,h,s,u
p,?,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,f,y,f,f,f,?,b,g,e,b,k,k,b,n,?,w,o,l,?,v,g
p,f,y,g,f,f,f,c,b,g,e,b,?,k,p,p,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
p,x,?,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
e,f,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,f,y,g,f,f,?,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
p,?,f,g,f,f,f,c,b,g,e,b,k,?,b,n,p,w,o,l,?,y,g
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p,?,p,?,o,p,n,y,d
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
p,?,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,?
?,?,y,g,f,f,f,c,b,h,e,?,k,k,n,b,p,w,?,l,?,y,p
p,f,f,?,f,?,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,?,g
